"ProductId","Image Url","Video Url","Product Desc","Origin Price","Discount Price","Discount","Currency","Commission Rate","Commission","Sales180Day","Positive Feedback","Promotion Url","Code Name","Code Start Time","Code End Time","Code Value","Code Quantity","Code Minimum Spend"
"1005003445485812","https://ae04.alicdn.com/kf/S72f8782974d64161809d5e5e52a409dbp.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/333193107294.mp4","Xiuya Halloween Gothic Shoulder Bag Women Metal Punk Rock Small Handbag Woman Spider Cross Crossbody Bags Purses Pouch","USD 28.80","USD 17.28","40%","USD","11.5","USD 1.99","104","90.0%","https://s.click.aliexpress.com/e/_DdRQL2j",,,,,,
"1005004005406519","https://ae04.alicdn.com/kf/S94e2a0bb4d244e3f8b4a385725d908f2q.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100084201900.mp4","2022 Baby Summer Clothing Women Girls Fashion Small Shoulder Bag Leather Waist Bag Solid Tassel Handbag Ladies Wholesale Gifts","USD 7.97","USD 3.98","50%","USD","13.0","USD 0.52","320","92.4%","https://s.click.aliexpress.com/e/_DEwR5Jl",,,,,,
"1005002826216447","https://ae04.alicdn.com/kf/H70ce921d4448470384feb2ddd7c4cbef6.jpg",,"Titans Attack Anime Canvas Bag Shopper Harajuku Punk Gothic Style Large Capacity Women Bags Vintage Handbag Classic Shoulder Bag","USD 8.98","USD 3.77","58%","USD","8.0","USD 0.30","27","95.3%","https://s.click.aliexpress.com/e/_DBXSVVp",,,,,,
"1005004011804404","https://ae04.alicdn.com/kf/Sd1244fe16fb04b839b1754e21ab874eeb.jpg",,"Women Large Capacity Canvas Bag Female Student Bag Solid Color Shoulder Women Messenger Bag Wide Shoulder Straps Square Bag","USD 40.00","USD 8.00","80%","USD","8.0","USD 0.64","25","90.0%","https://s.click.aliexpress.com/e/_DeaWkWB",,,,,,
"1005004116756331","https://ae04.alicdn.com/kf/Seed1ecf6c6d046d18329b9c367cc05ebK.jpg",,"Y2K Anime frog print Shopping Bag womens fairy grunge 2022 Canvas Tote Bags Handbags Eco Bag Shopper Shoulder Bags Cloth bag emo","USD 6.90","USD 2.76","60%","USD","8.0","USD 0.22","174","94.5%","https://s.click.aliexpress.com/e/_DC8W9yn",,,,,,
"1005003657732554","https://ae04.alicdn.com/kf/H6c70c42e49f34dd08bfac519435f46e0j.jpg",,"2022 New Beach Tote Bag Fashion Women Canvas Summer Large Capacity Striped Shoulder Bag Tote Handbag Shopping Shoulder Bags","USD 10.74","USD 8.59","20%","USD","7","USD 0.60","65","91.8%","https://s.click.aliexpress.com/e/_DEuU2Yb",,,,,,
"1005002317002901","https://ae04.alicdn.com/kf/H3d7065b4870d48fbbcbbcfb6412bdc52d.jpg",,"Thickened Canvas Shoulder Bag Student Postman Female Wear-resistant Canvas Bag Crossbody Bags Japanese-style Handbags For Women","USD 27.00","USD 16.20","40%","USD","8.0","USD 1.30","509","97.3%","https://s.click.aliexpress.com/e/_DBgfntZ",,,,,,
"1005002498557997","https://ae04.alicdn.com/kf/Hd9d05b2d0d96423bb31b2a0b3c16ef13z.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/306753275918.mp4","Fashion  luxury highquality natural real leather ladies small shoulder bag casual designer daily weekend party messenger bag","USD 95.66","USD 48.79","49%","USD","8.0","USD 3.90","20","97.5%","https://s.click.aliexpress.com/e/_Dl65Orv",,,,,,
"1005003667951651","https://ae04.alicdn.com/kf/Sd21b08e66b614fb3990e4f2a0219141fr.jpg",,"Women Men Shoulder Bag Large Canvas Crossbody Bags for School 2022 Cotton Cloth Fashion Man Messenger Female Students Book Bag","USD 22.27","USD 12.92","42%","USD","7","USD 0.90","66","95.6%","https://s.click.aliexpress.com/e/_Ddb7JPd",,,,,,
"1005002563723468","https://ae04.alicdn.com/kf/Hb0bd07f50bce4294b969343f8405091an.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/307931558829.mp4","Yogodlns Trendy Saddle Shoulder Bag Women PU Leather Crossbody Bag Simple Solid Color Flap Messenger Bag Designer Handbags Pouch","USD 26.09","USD 9.13","65%","USD","7","USD 0.64","93","87.4%","https://s.click.aliexpress.com/e/_DlZ99cX",,,,,,
