"ProductId","Image Url","Video Url","Product Desc","Origin Price","Discount Price","Discount","Currency","Commission Rate","Commission","Sales180Day","Positive Feedback","Promotion Url","Code Name","Code Start Time","Code End Time","Code Value","Code Quantity","Code Minimum Spend"
"1005002475146852","https://ae04.alicdn.com/kf/Hded278c6c9ce464284660c28028a7bc3m.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/306233343275.mp4","Fashion Luxury Men's Crossbody Bag Business PU Leather Shoulder Bags Men Solid Flap Messenger Bag Men Zipper Ipad Bag 2021 New","USD 25.69","USD 13.10","49%","USD","8.0","USD 1.05","288","97.7%","https://s.click.aliexpress.com/e/_DDgQuIJ",,,,,,
"1005001446227216","https://ae04.alicdn.com/kf/H46c830f260a64e11aad6dd3a68be96b0M.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/279398422683.mp4","YoReAi New Multifunction Crossbody Bag for Men Anti-theft Shoulder Messenger Bags Male Waterproof Charging USB Bag Casual Tote","USD 25.00","USD 13.25","47%","USD","8.0","USD 1.06","172","96.3%","https://s.click.aliexpress.com/e/_DlcaVvZ",,,,,,
"1005003759680371","https://ae04.alicdn.com/kf/U456c11723a6a4e588b8019ad15d0cf9bm.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/305052584815.mp4","Cute Owl New Print Handbags High Capacity Shopper Bag Cartoon Travel Beach Foldable Women Fashion Shoulder Bag Custom Pattern","USD 7.74","USD 4.49","42%","USD","7","USD 0.31","168","98.1%","https://s.click.aliexpress.com/e/_DE1POyb",,,,,,
"1005003308487179","https://ae04.alicdn.com/kf/Sef252a9f72ac48ec808401ab65e24c52J.jpg",,"Customize the Image Logo Name on the Personalized Canvas Women Bags Handbags Shoulder Bag Ladies Underarm Shopping Bag","USD 7.50","USD 4.35","42%","USD","7","USD 0.30","43","100.0%","https://s.click.aliexpress.com/e/_DdKr02J",,,,,,
"1005003208984060","https://ae04.alicdn.com/kf/Hb252550bb8014fcab9b38cc63e005da5p.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/324694910602.mp4","2021 New Men Messenger Bag Waterproof Nylon Small Satchel Shoulder Bag Casual Travel Crossbody Bags For Male Belt Handbag Man","USD 19.45","USD 11.48","41%","USD","7","USD 0.80","32","95.6%","https://s.click.aliexpress.com/e/_DCieVfH",,,,,,
"1005004861972468","https://ae04.alicdn.com/kf/S7114bf6353ad463394bc397655bf48e5k.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100094172363.mp4","Men Multifunction Shoulder Bag Waterproof Travel Sports Crossbody Sling Bags Pack Messenger Pack Chest Bag For Male Female Women","USD 23.97","USD 14.62","39%","USD","7","USD 1.02","26","100.0%","https://s.click.aliexpress.com/e/_DeTuUpz",,,,,,
"1005003376936759","https://ae04.alicdn.com/kf/S4e58166c329a444e9e2df8c2b29e05a2C.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/330302638780.mp4","New Fashion Men Tote Bags PU Leather Famous Brand Men Messenger Bag with Clutch Male Cross Body Shoulder Business Bags for Men","USD 19.14","USD 13.40","30%","USD","8.0","USD 1.07","165","85.3%","https://s.click.aliexpress.com/e/_DDhdeRv",,,,,,
"1005003830173689","https://ae04.alicdn.com/kf/S1893293ef4684e46ac0fcc494edeaaf15.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/346766255666.mp4","Men And Women Canvas Bag Single Shoulder Bag Men's Large Capacity  Messenger Bag Women's Handbag Student Laptop  Bag Shopper Bag","USD 65.80","USD 13.16","80%","USD","8.0","USD 1.05","30","85.5%","https://s.click.aliexpress.com/e/_Dlceic7",,,,,,
"1005004854569512","https://ae04.alicdn.com/kf/S1381a445e3dd445ca477ca94edba7e78i.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100093624105.mp4","Women's Printed Handbag Casual Version Large Capacity Corduroy Canvas Bag Women's Travel Shopping Plush Shoulder Bag","USD 16.64","USD 9.98","40%","USD","7","USD 0.70","35","100.0%","https://s.click.aliexpress.com/e/_DmDg7Ax","16NMO4KDJUOS","2023/01/02 00:00:00","2023/01/31 23:59:59","USD 1.00","9000","USD 1.01"
"1005002724387472","https://ae04.alicdn.com/kf/H6a85df80e20149859d8b7fccd5edae1aC.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/311541664139.mp4","Genuine Leather Women Shoulder Bags Luxury Brands Mini Female Mobile phone bag High Quality Women Handbags Female Messenger bag","USD 18.25","USD 10.04","45%","USD","7","USD 0.70","179","98.4%","https://s.click.aliexpress.com/e/_Dka2c7p",,,,,,
"1005003918079227","https://ae04.alicdn.com/kf/S0b02bd115bf14485a475bda1f880b03dP.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/348978847850.mp4","New Fashion Nylon Handbags for Women 2022 Trend Versatile Solid Color Single Shoulder Bag Eco-friendly Convenient Shopping Bag","USD 7.94","USD 3.97","50%","USD","7","USD 0.28","32","96.0%","https://s.click.aliexpress.com/e/_DndEj23",,,,,,
"1005003780516961","https://ae04.alicdn.com/kf/S3bb1a1efac874e8da430d03f5e1de4ab2.jpg",,"Horror Movie Character Handbag Jason / Michael Myers / Freddy Krueger / Chuck Underarm Bags Women Tote Bag Fashion Shoulder Bags","USD 8.30","USD 4.81","42%","USD","7","USD 0.34","67","97.1%","https://s.click.aliexpress.com/e/_DeWiQSr",,,,,,
"1005003476168774","https://ae04.alicdn.com/kf/S65f02b0c7f9a42d7a2c1486b2a93aaf5R.jpg",,"Fashion Women Shoulder Bag Halloween Bat Shape Daily Ladies Casual Messenger Bag PU Leather Large Purse Handbags","USD 3.18","USD 2.26","29%","USD","7","USD 0.16","29","100.0%","https://s.click.aliexpress.com/e/_DeM1mtN",,,,,,
"1005004488875655","https://ae04.alicdn.com/kf/Se8de4c3fd1b147fb84b2649207ef4aecK.jpg",,"2022 Men's Bag Fashion Canvas Casual Handbags сумка мужская Male CrossBody Shoulder Messenger Bag for Men Purses and Men Handbag","USD 2.80","USD 1.37","51%","USD","7","USD 0.10","666","91.3%","https://s.click.aliexpress.com/e/_DCooYv9",,,,,,
"4001010754866","https://ae04.alicdn.com/kf/H62b2011c2da0403682a0667ebb1cbae1X.jpg",,"Canvas Diagonal Cross Bag Youth Fashion Casual Version Ladies Large Capacity Shoulder Bag Solid Color  Women Messenger Bags","USD 11.40","USD 9.12","20%","USD","8.0","USD 0.73","3070","90.3%","https://s.click.aliexpress.com/e/_DCkiZPd",,,,,,
"1005003229368439","https://ae04.alicdn.com/kf/H6edeae7d527f4c41bf7b99d71a322fedv.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100072533601.mp4","Diamonds Rhinestone Handbag Female Fashion Round Top Handle Bags 2021 Evening Party Clutches And Purse Gold Luxury Shoulder Bags","USD 31.57","USD 20.20","36%","USD","7","USD 1.41","25","100.0%","https://s.click.aliexpress.com/e/_DFtzWnv",,,,,,
"1005004661552789","https://ae04.alicdn.com/kf/Sd49297e0a7964f70bb3301906afa38cao.jpeg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100100868147.mp4","Men'S Shoulder Bag Multi-Function Leather Messenger Bag Casual Crossbody Bags High Quality Male Purse Phone Men'S Chest Pack","USD 4.79","USD 2.59","46%","USD","7","USD 0.18","42","100.0%","https://s.click.aliexpress.com/e/_DmisnE3",,,,,,
